2  mpge112_d00 1532695422.534650370500 mpge112_d01 1532695422.539621070000 0.004970699500  IPv4[20/1428/64DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:60923 tg  32866:456850846:1:0   0:0:31674241825126410:31674246656788198 <<0.000000>><<1532696024.367551>> 
3  mpge112_d00 1532695422.534761354250 mpge112_d01 1532695422.540799081250 0.006037727000  IPv4[20/1428/64DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:60923 tg  32866:456850846:1:1   472207209048450:472207209124239:31674246657016523:31674246660275226 <<1532695967.645118>><<1532696024.368678>> 
4  mpge112_d00 1532695422.534864261750 mpge112_d01 1532695422.541977450250 0.007113188500  IPv4[20/1428/64DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:60923 tg  32866:456850846:1:2   472207209371397:472207209386094:31674246660345503:31674246663996218 <<1532695967.645227>><<1532696024.369881>> 
5  mpge112_d00 1532695422.534972354750 mpge112_d01 1532695422.543156638750 0.008184284000  IPv4[20/1428/64DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:60923 tg  32866:456850846:1:3   472207209630822:472207209643359:31674246664066915:31674246667523298 <<1532695967.645335>><<1532696024.371021>> 
6  mpge112_d00 1532695422.535079881500 mpge112_d01 1532695422.544335410000 0.009255528500  IPv4[20/1428/64DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:60923 tg  32866:456850846:1:4   472207209888411:472207209900219:31674246667594374:31674246671287969 <<1532695967.645442>><<1532696024.372239>> 
7  mpge112_d00 1532695422.535187974500 mpge112_d01 1532695422.545514583500 0.010326609000  IPv4[20/1428/64DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:60923 tg  32866:456850846:1:5   472207210144659:472207210157187:31674246671358649:31674246674796184 <<1532695967.645550>><<1532696024.373373>> 
8  mpge112_d00 1532695422.535294905250 mpge112_d01 1532695422.546692967500 0.011398062250  IPv4[20/1428/64DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:60923 tg  32866:456850846:1:6   472207210405659:472207210418016:31674246674867074:31674246678472305 <<1532695967.645659>><<1532696024.374562>> 
9  mpge112_d00 1532695422.535415560000 mpge112_d01 1532695422.547871351250 0.012455791250  IPv4[20/1428/64DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:60923 tg  32866:456850846:1:7   472207210664544:472207210676154:31674246678542403:31674246682104162 <<1532695967.645767>><<1532696024.375736>> 
10  mpge112_d00 1532695422.535525888250 mpge112_d01 1532695422.549050524750 0.013524636500  IPv4[20/1428/64DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:60923 tg  32866:456850846:1:8   472207210923996:472207210936029:31674246682174990:31674246685724459 <<1532695967.645875>><<1532696024.376906>> 
11  mpge112_d00 1532695422.535616889500 mpge112_d01 1532695422.550228908750 0.014612019250  IPv4[20/1428/64DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:60923 tg  32866:456850846:1:9   472207211178588:472207211190918:31674246685795139:31674246689395781 <<1532695967.645981>><<1532696024.378093>> 
