2  mpge112_d00 1532686533.311481237500 mpge112_d01 1532686533.316452086000 0.004970848500  IPv4[20/1428/63DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:34862 tg  32839:456850846:1:0   0:0:31646753661776678:31646753787565750 <<0.000000>><<1532687135.047900>> 
3  mpge112_d00 1532686533.321496382250 mpge112_d01 1532686533.326415106750 0.004918724500  IPv4[20/1428/63DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:34862 tg  32839:456850846:1:1   471212285368338:471212285444901:31646753787856888:31646753818569335 <<1532687078.454171>><<1532687135.057925>> 
4  mpge112_d00 1532686533.331503585000 mpge112_d01 1532686533.336409345250 0.004905760250  IPv4[20/1428/63DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:34862 tg  32839:456850846:1:2   471212309395971:471212309416833:31646753818669941:31646753849513205 <<1532687078.464184>><<1532687135.067930>> 
5  mpge112_d00 1532686533.341519311000 mpge112_d01 1532686533.346438020500 0.004918709500  IPv4[20/1428/63DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:34862 tg  32839:456850846:1:3   471212333363466:471212333379594:31646753849611591:31646753880518467 <<1532687078.474193>><<1532687135.077955>> 
6  mpge112_d00 1532686533.351525306750 mpge112_d01 1532686533.356446236250 0.004920929500  IPv4[20/1428/63DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:34862 tg  32839:456850846:1:4   471212357326767:471212357342616:31646753880616586:31646753911458149 <<1532687078.484203>><<1532687135.087959>> 
7  mpge112_d00 1532686533.361554667250 mpge112_d01 1532686533.366460487250 0.004905820000  IPv4[20/1428/63DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:34862 tg  32839:456850846:1:5   471212381290662:471212381306817:31646753911556418:31646753942455854 <<1532687078.494213>><<1532687135.097981>> 
8  mpge112_d00 1532686533.371554434250 mpge112_d01 1532686533.376473933500 0.004919499250  IPv4[20/1428/63DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:34862 tg  32839:456850846:1:6   471212405253306:471212405268534:31646753942553669:31646753973408754 <<1532687078.504222>><<1532687135.107989>> 
9  mpge112_d00 1532686533.381572470000 mpge112_d01 1532686533.386492595000 0.004920125000  IPv4[20/1428/63DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:34862 tg  32839:456850846:1:7   471212429214942:471212429230125:31646753973506990:31646754004382150 <<1532687078.514231>><<1532687135.118004>> 
10  mpge112_d00 1532686533.391572758500 mpge112_d01 1532686533.396478042000 0.004905283500  IPv4[20/1428/63DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:34862 tg  32839:456850846:1:8   471212453175471:471212453190636:31646754004480447:31646754035294922 <<1532687078.524240>><<1532687135.127999>> 
11  mpge112_d00 1532686533.401577085250 mpge112_d01 1532686533.406497046250 0.004919961000  IPv4[20/1428/63DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:34862 tg  32839:456850846:1:9   471212477137017:471212477151390:31646754035392615:31646754066275503 <<1532687078.534249>><<1532687135.138016>> 
