2  mpge112_d00 1532688988.641917422500 mpge112_d01 1532688988.646910503500 0.004993081000  IPv4[20/1428/63DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:48235 tg  32849:456850846:1:0   0:0:31654344282047829:31654347710793560 <<0.000000>><<1532689590.405018>> 
3  mpge112_d00 1532688988.641961202000 mpge112_d01 1532688988.648088887250 0.006127685250  IPv4[20/1428/63DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:48235 tg  32849:456850846:1:1   471674645221626:471674645332020:31654347711145079:31654347714447275 <<1532689533.775480>><<1532689590.406200>> 
4  mpge112_d00 1532688988.642012387500 mpge112_d01 1532688988.649267286000 0.007254898500  IPv4[20/1428/63DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:48235 tg  32849:456850846:1:2   471674645344134:471674645367021:31654347714556929:31654347717982205 <<1532689533.775495>><<1532689590.407343>> 
5  mpge112_d00 1532688988.642053917000 mpge112_d01 1532688988.650446459750 0.008392542750  IPv4[20/1428/63DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:48235 tg  32849:456850846:1:3   471674645374122:471674645392590:31654347718087202:31654347721688572 <<1532689533.775506>><<1532689590.408541>> 
6  mpge112_d00 1532688988.642097771250 mpge112_d01 1532688988.651624798750 0.009527027500  IPv4[20/1428/63DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:48235 tg  32849:456850846:1:4   471674645400879:471674645418978:31654347721793717:31654347725257953 <<1532689533.775517>><<1532689590.409695>> 
7  mpge112_d00 1532688988.642151206750 mpge112_d01 1532688988.652804017000 0.010652810250  IPv4[20/1428/63DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:48235 tg  32849:456850846:1:5   471674645425917:471674645443278:31654347725357794:31654347728971332 <<1532689533.775527>><<1532689590.410896>> 
8  mpge112_d00 1532688988.642193898500 mpge112_d01 1532688988.653982371000 0.011788472500  IPv4[20/1428/63DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:48235 tg  32849:456850846:1:6   471674645450388:471674645468379:31654347729069086:31654347732525111 <<1532689533.775537>><<1532689590.412045>> 
9  mpge112_d00 1532688988.642237097000 mpge112_d01 1532688988.655160784750 0.012923687750  IPv4[20/1428/63DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:48235 tg  32849:456850846:1:7   471674645474076:471674645492841:31654347732623918:31654347736231891 <<1532689533.775548>><<1532689590.413243>> 
10  mpge112_d00 1532688988.642290607000 mpge112_d01 1532688988.656340345750 0.014049738750  IPv4[20/1428/63DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:48235 tg  32849:456850846:1:8   471674645499537:471674645520462:31654347736331152:31654347739788562 <<1532689533.775559>><<1532689590.414393>> 
11  mpge112_d00 1532688988.642334386750 mpge112_d01 1532688988.657518729500 0.015184342750  IPv4[20/1428/63DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:48235 tg  32849:456850846:1:9   471674645528436:471674645547111:31654347739887472:31654347743494158 <<1532689533.775570>><<1532689590.415591>> 
