2  mpge112_d00 1532695968.527303412500 mpge112_d01 1532695968.532237455250 0.004934042750  IPv4[20/1428/64DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:44209 tg  32872:456850846:1:0   0:0:31675931047589183:31675935319985568 <<0.000000>><<1532696570.366102>> 
3  mpge112_d00 1532695968.528335899000 mpge112_d01 1532695968.533415839000 0.005079940000  IPv4[20/1428/64DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:44209 tg  32872:456850846:1:1   472281449893146:472281449995242:31675935320215116:31675935323565324 <<1532696513.635808>><<1532696570.367259>> 
4  mpge112_d00 1532695968.529336020250 mpge112_d01 1532695968.534595027500 0.005259007250  IPv4[20/1428/64DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:44209 tg  32872:456850846:1:2   472281452402796:472281452426880:31675935323635663:31675935327315270 <<1532696513.636824>><<1532696570.368472>> 
5  mpge112_d00 1532695968.530349761250 mpge112_d01 1532695968.535773396500 0.005423635250  IPv4[20/1428/64DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:44209 tg  32872:456850846:1:3   472281454826820:472281454847277:31675935327386339:31675935330848278 <<1532696513.637835>><<1532696570.369614>> 
6  mpge112_d00 1532695968.531365230750 mpge112_d01 1532695968.536952585000 0.005587354250  IPv4[20/1428/64DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:44209 tg  32872:456850846:1:4   472281457246767:472281457269303:31675935330920050:31675935334516167 <<1532696513.638846>><<1532696570.370800>> 
7  mpge112_d00 1532695968.532369315500 mpge112_d01 1532695968.538130954000 0.005761638500  IPv4[20/1428/64DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:44209 tg  32872:456850846:1:5   472281459669297:472281459689484:31675935334587653:31675935338108888 <<1532696513.639858>><<1532696570.371961>> 
8  mpge112_d00 1532695968.533376783250 mpge112_d01 1532695968.539309352750 0.005932569500  IPv4[20/1428/64DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:44209 tg  32872:456850846:1:6   472281462088245:472281462107991:31675935338179413:31675935341724135 <<1532696513.640868>><<1532696570.373130>> 
9  mpge112_d00 1532695968.534390524000 mpge112_d01 1532695968.540488526250 0.006098002250  IPv4[20/1428/64DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:44209 tg  32872:456850846:1:7   472281464508111:472281464531070:31675935341785735:31675935345407700 <<1532696513.641880>><<1532696570.374321>> 
10  mpge112_d00 1532695968.535400882250 mpge112_d01 1532695968.541666910000 0.006266027750  IPv4[20/1428/64DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:44209 tg  32872:456850846:1:8   472281466932414:472281466957218:31675935345474419:31675935349059030 <<1532696513.642893>><<1532696570.375502>> 
11  mpge112_d00 1532695968.536414057000 mpge112_d01 1532695968.542846083750 0.006432026750  IPv4[20/1428/64DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:44209 tg  32872:456850846:1:9   472281469357347:472281469380378:31675935349126081:31675935352814157 <<1532696513.643905>><<1532696570.376716>> 
