2  mpge112_d00 1532695018.569181189000 mpge112_d01 1532695018.574136376500 0.004955187500  IPv4[20/1428/64DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:34903 tg  32862:456850846:1:0   0:0:31672991557589213:31672997259605981 <<0.000000>><<1532695620.397682>> 
3  mpge112_d00 1532695018.570196092250 mpge112_d01 1532695018.575314730500 0.005118638250  IPv4[20/1428/64DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:34903 tg  32862:456850846:1:1   472170020723235:472170020823774:31672997259837031:31672997263135851 <<1532695563.681102>><<1532695620.398823>> 
4  mpge112_d00 1532695018.571211561500 mpge112_d01 1532695018.576493114250 0.005281552750  IPv4[20/1428/64DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:34903 tg  32862:456850846:1:2   472170023227737:472170023249679:31672997263205832:31672997266862995 <<1532695563.682116>><<1532695620.400028>> 
5  mpge112_d00 1532695018.572230428500 mpge112_d01 1532695018.577672287750 0.005441859250  IPv4[20/1428/64DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:34903 tg  32862:456850846:1:3   472170025651428:472170025675575:31672997266934467:31672997270292711 <<1532695563.683129>><<1532695620.401137>> 
6  mpge112_d00 1532695018.573232784750 mpge112_d01 1532695018.578850701500 0.005617916750  IPv4[20/1428/64DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:34903 tg  32862:456850846:1:4   472170028075038:472170028093893:31672997270366105:31672997274055346 <<1532695563.684139>><<1532695620.402353>> 
7  mpge112_d00 1532695018.574259579250 mpge112_d01 1532695018.580029875000 0.005770295750  IPv4[20/1428/64DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:34903 tg  32862:456850846:1:5   472170030493851:472170030512022:31672997274125141:31672997277690630 <<1532695563.685149>><<1532695620.403529>> 
8  mpge112_d00 1532695018.575261995250 mpge112_d01 1532695018.581208273750 0.005946278500  IPv4[20/1428/64DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:34903 tg  32862:456850846:1:6   472170032911278:472170032929044:31672997277760921:31672997281316080 <<1532695563.686159>><<1532695620.404701>> 
9  mpge112_d00 1532695018.576267168000 mpge112_d01 1532695018.582387417500 0.006120249500  IPv4[20/1428/64DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:34903 tg  32862:456850846:1:7   472170035331918:472170035349504:31672997281385954:31672997285084232 <<1532695563.687170>><<1532695620.405919>> 
10  mpge112_d00 1532695018.577266693000 mpge112_d01 1532695018.583565831250 0.006299138250  IPv4[20/1428/64DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:34903 tg  32862:456850846:1:8   472170037748049:472170037760757:31672997285150090:31672997288615649 <<1532695563.688177>><<1532695620.407061>> 
11  mpge112_d00 1532695018.578275323000 mpge112_d01 1532695018.584744215000 0.006468892000  IPv4[20/1428/64DF]  UDP[1400] 192.168.186.111:1500  192.168.186.108:34903 tg  32862:456850846:1:9   472170040160562:472170040172604:31672997288681149:31672997292286969 <<1532695563.689185>><<1532695620.408248>> 
